Id,Fecha,Ruta,Operador,Trayecto,Modelo del Avion,Registro,Total a Bordo,Pasajeros a bordo,Tripulantes a bordo,Total Fallecidos,Fatalidad Pasajeros,Fatalidad Tripulantes,Fatalidad en Tierra,Año,Tipo de Operador,Origen
2781,1974-12-29,"Tikal,Guatemala",Edwin Ortiz,Tikal - Guatemala City,Lockheed 18 LodeStar,TG-HTM,24,21,3,24,213,3,0,1974,Comercial,Guatemala
2782,1975-01-03,"Nha Trang,Vietnam",Air America,Da Lat - Nha Trang,Fairchild C-123K,ST-1,9,6,3,9,6,3,0,1975,Comercial,No encontrado
2783,1975-01-08,"Doncello,Colombia",SATENA,San Vicente del Caguan - Florencia,Douglas DC-3,FAC-688,21,17,4,21,17,4,0,1975,Comercial,No encontrado
2784,1975-01-09,"Whittier,California",Golden West Airlines / Private,Ontario - Los Angeles,de Hav Can. DHC-6 Tw Otter 100/ Cessna,N6383,14,10,4,14,10,4,0,1975,Comercial,United States
2785,1975-01-15,"Budapest,Hunary",Malev Hungarian Airlines,Berlin - Budapest,Ilyushin IL-18V,HA-MOH,9,0,9,9,0,9,0,1975,Comercial,Hungary
2786,1975-01-16,"Xam Neua,Laos",Aeroflot,Vientiane - Sam Neua,Antonov AN-12,CCCP-70417,16,14,2,16,14,2,0,1975,Comercial,No encontrado
2787,1975-01-30,"Istanbul,Turkey",Turkish Airlines (THY),Izmir - Istanbul,Fokker F-28 Fellowship 1000,TC-JAP,42,38,4,42,38,4,0,1975,Comercial,Turkey
2788,1975-01-30,"Santo Domingo,Dominican Republic",Linea Aérea Nacional,Santo Domingo - Port-au-Prince,Douglas DC-3-313,HI-222,30,27,3,2,1,1,0,1975,Comercial,Dominican Republic
2789,1975-02-01,"Houston,Texas",Horizon Properties,"Lawton, OK - Huntsville, TX",Douglas DC-3C,N15HC,16,14,2,5,3,2,0,1975,Comercial,United States
2790,1975-02-03,"Manila,Philippines",Philippine Air Lines,Manila - Iligan,Hawker Siddeley HS-748 2,RP-C1028,33,29,4,33,29,4,0,1975,Comercial,Philippines
2791,1975-02-09,"Souda,Crete",Military - Deutsche Luftwaffe,Hohn - Chania,Transall C-160,5063,40,35,5,40,35,5,0,1975,Militar,No encontrado
2792,1975-02-16,"Fairbanks,Alaska",Pacific Alaska Airlines,Fairbanks - Happy Valley Camp,Douglas DC-6BF,N77DG,3,0,3,3,0,3,0,1975,Comercial,United States
2793,1975-02-22,"Medellin,Colombia",Aerocondor,"Medellin, Colombia - Miami, Florida",Canadair CL-44,HK-1972,5,0,5,5,0,5,0,1975,Comercial,Colombia
2794,1975-02-27,"Sao Paulo,Brazil",VASP,Sao Paulo - Bauru,Embraer 110C Bandeirante,PP-SBE,15,13,2,15,13,2,0,1975,Comercial,Brazil
2795,1975-03-12,"Pleiku,South Vietnam",Air Vietnam (South Vietnam),Desconocido,Douglas DC-4,XV-NUJ,26,20,6,26,20,6,0,1975,Comercial,Vietnam
2796,1975-03-16,"Barito,Argentina",Military - Argentine Air Force,El Palomar AB - San Carlos de Bariloche,Fokker F-27 Friendship 400M,TC-72,55,50,5,55,50,5,0,1975,Militar,Turkey
2797,1975-03-18,"Singa,Sudan",Sudan Airways,Desconocido,de Havilland Canada DHC-6 Twin Otter 100,ST-ADB,6,4,2,5,3,2,0,1975,Comercial,No encontrado
2798,1975-03-18,"Terney,Russia",Aeroflot,Terney - Amgu,Antonov An-2,CCCP-05655,12,10,2,7,6,1,0,1975,Comercial,No encontrado
2799,1975-03-20,"Quilcene,Washington",Military - U.S. Air Force,Clark AFB - Japan,Lockheed C-141A (L.300),64-0641,16,12,4,16,12,4,0,1975,Militar,No encontrado
2800,1975-04-04,"Saigon,South Vietnam",Military - U.S. Air Force,Saigon - Clark - Los Angeles,Lockheed C-5A Galaxy,68-218,330,314,16,155,150,5,0,1975,Militar,No encontrado
2801,1975-05-13,"Sakon Nakhon,Thailand",Military - U.S. Air Force,Nakhom Phanom AB - Utapao AB,Sikorsky CH-53C (helicopter),68-10933,23,19,4,23,19,4,0,1975,Militar,No encontrado
2802,1975-06-03,"Manila,Philippines",Philippine Air Lines,Legaspi - Manilla,BAC One-Eleven 524FF,RP-C1184,64,59,5,1,1,0,0,1975,Comercial,Philippines
2803,1975-06-17,"Pedro Alfonso,Brazil",Varig,Sao Paulo - Porto Nacional - Pedro Afonso - Belém,Hawker Siddeley HS-748-235 Srs. 2A,PP-VDN,15,11,4,1,0,1,3,1975,Comercial,Brazil
2804,1975-06-24,"JFK Airport,New York,New York",Eastern Air Lines,New Orleans - New York City,Boeing B-727-225,N8845E,124,116,8,113,107,6,0,1975,Comercial,United States
2805,1975-06-26,"Toledo,Ohio",Hamilton Aviation,"Detroit, MI - Peducah, KY",Beechcraft E18S,N791A,2,1,1,2,1,1,0,1975,Comercial,United States
2806,1975-07-10,"Bogota,Colombia",Aerovias Condor,Bogota  - Barranquilla,Lockheed L-188AF Electra,HK-1976,4,0,4,2,0,2,0,1975,Comercial,Colombia
2807,1975-07-15,"Batumi,Georgia,USSR",Aeroflot,Yerevan - Batumi,Yakovlev YAK-40,CCCP-87475,40,35,5,40,35,5,0,1975,Comercial,No encontrado
2808,1975-07-31,"Taipei,Taiwan",Far Eastern Air Transport,Hualien - Taipei,Vickers 837 Viscount,B-2029,75,70,5,27,27,0,0,1975,Comercial,China
2809,1975-08-03,"Immouzer,Morocco",Alia Royal Jordanian Airlines,Paris - Agadir,Boeing B-707-321C,JY-AEE,188,181,7,188,181,7,0,1975,Comercial,Jordan
2810,1975-08-03,"Amapala,Honduras",Military - Nicaraguan Air Force,Veracruz - Managua,Douglas DC-47,412,20,17,3,20,17,3,0,1975,Militar,No encontrado
2811,1975-08-07,"Denver,Colorado",Continental Airlines,Denver - Wichita,Boeing B-727-224,N88777,131,124,7,0,0,0,0,1975,Comercial,United States
2812,1975-08-09,"Bagdarin,Russia",Aeroflot,Chita - Bagdarin,Ilyushin IL-14M,CCCP-52056,11,6,5,11,6,5,0,1975,Comercial,No encontrado
2813,1975-08-15,"Krasnovodsk,USSR",Aeroflot,Desconocido,Yakovlev YAK-40,CCCP-87323,38,34,4,23,21,2,0,1975,Comercial,No encontrado
2814,1975-08-20,"Damascus,Syria",Ceskoslovenske Aerolinie,"Prague, Czechoslovakia - Damascus, Syria",Ilyushin IL-62,OK-DBF,128,117,11,126,115,11,0,1975,Comercial,Czech Republic
2815,1975-08-30,"Gambell,Alaska",Wien Air Alaska,Nome - Gambell,Fairchild F-27B,N4904,32,28,4,10,7,3,0,1975,Comercial,United States
2816,1975-09-01,"Leipzig-Halle,East Germany",Interflug,Stuttgart - Leipzig,Tupolev TU-134,DM-SCD,34,28,6,27,24,3,0,1975,Comercial,Germany
2817,1975-09-11,"Bahar Dar,Ethiopia",Ethiopian Airlines,Bahar Dar - Debra Marcos,Douglas C-47-DL,ET-ABX,9,6,3,1,1,0,0,1975,Comercial,Ethiopia
2818,1975-09-24,"Palembang,Indonesia",Garuda Indonesia Airlines,Jakarta - Palembang,Fokker F-28 Fellowship 1000,PK-GVC,61,57,4,25,21,4,1,1975,Comercial,Indonesia
2819,1975-09-30,"Beirut,Lebanon",Malev Hungarian Airlines,"Budapest - Beirut, Lebanon",Tupolev TU-154B,HA-LCI,60,50,10,60,50,10,0,1975,Comercial,Hungary
2820,1975-09-30,"Barranquilla,Colombia",AVIANCA,Bogota - Barranquilla,Boeing 727-24C,HK-1272,4,0,4,4,0,4,0,1975,Comercial,Colombia
2821,1975-10-22,"Novgorod,Russia",Aeroflot,Syktyvkar - Vologda - Novgorod - Riga,Yakovlev Yak-40,CCCP-87458,6,2,4,6,2,4,5,1975,Comercial,No encontrado
2822,1975-10-23,"Cairns Airport,Queensland,Australia",Connair,Mount Isa - Cairns,de Havilland DH114 Heron 2E,VH-CLS,11,8,3,11,8,3,0,1975,Comercial,Australia
2823,1975-10-27,"Tomonoco,Bolivia",TAM (Bolivia),Tomonoco - La Paz,Convair CV-440-12,TAM-44,67,63,4,67,63,4,0,1975,Comercial,No encontrado
2824,1975-10-30,"Prague,Czechoslovakia",Inex Adria Aviopromet,Tivat - Praha,McDonnell Douglas DC-9-32,YU-AJO,120,115,5,75,71,4,0,1975,Comercial,Serbia
2825,1975-11-03,Gulf of Mexico,Petroleum Helicopter,Desconocido,Bell 212,N90057,9,8,1,9,8,1,0,1975,Comercial,United States
2826,1975-11-17,"Sukhumi,Georgia,USSR",Aeroflot,Tbilisi - Sukhumi,Antonov AN-24,CCCP-46467,38,33,5,38,33,5,0,1975,Comercial,No encontrado
2827,1975-11-18,"Caoba,Guatemala",Aviateca,Uaxactun - Flores,Douglas DC-3,TG-AGA,22,18,4,15,11,4,0,1975,Comercial,Guatemala
2828,1975-11-20,"Kharkov,Ukraine,USSR",Aeroflot,"Rostov, Russia - 	Kharkov, Ukraine",Antonov AN-24,CCCP-46349,50,46,4,19,18,1,0,1975,Comercial,No encontrado
2829,1975-11-22,"Sofia,Bulgaria",Balkan Bulgarian Airlines,Sofia - Varna,Antonov AN-24B,LZ-ANA,48,45,3,3,2,1,0,1975,Comercial,Bulgaria
2830,1975-11-25,"Bir Lahfan,Egypt",Military - Israel  Air Force,Desconocido,Lockheed C-130 Hercules,011,20,11,9,20,11,9,0,1975,Militar,No encontrado
2831,1975-11-29,"Hertfordshire,England",Private,Desconocido,Piper PA-23-250 Aztec,N6645Y,6,5,1,6,5,1,0,1975,Comercial,United States
2832,1975-12-26,"Rollinsville,Colorado",Star Aviation,"Denver, CO - Grandby, CO",Mitsubishi MU-2B,N133MA,9,8,1,9,8,1,0,1975,Comercial,United States
2833,1976-01-01,"Al Qaysumah,Saudi Arabia",Middle East Airlines,Beirut - Dubai,Boeing B-720B-023B,OD-AFT,82,67,15,82,67,15,0,1976,Comercial,Lebanon
2834,1976-01-03,"Anchorage,Alaska",Winship Air,"Anchorage, AK - Deadhorse, AK",Lear Jet 24A,N651LJ,6,4,2,6,4,2,0,1976,Comercial,United States
2835,1976-01-03,"Moscow,Russia",Aeroflot,Moscow - Vnukovo,Tupolev TU-124,CCCP-45036,61,56,5,61,56,5,1,1976,Comercial,No encontrado
2836,1976-01-08,"Mactan Island,Philippines",Philippine Aerotransport,Desconocido,Britten-Norman BN-2A-21 Islander,RP-C2135,7,6,1,7,6,1,0,1976,Comercial,Philippines
2837,1976-01-18,"San Borja,Bolivia",Frigorifico Maniqui,Desconocido,Douglas C-47,CP- 573,10,7,3,7,4,3,0,1976,Comercial,No encontrado
2838,1976-01-20,"Loja,Ecuador",TAME,Loja - Guayaquil,Hawker Siddeley HS-748-246,FAE-683,42,36,6,34,28,6,0,1976,Comercial,No encontrado
2839,1976-01-21,"Shanghai,China",CAAC,Guangzhou - Changsha,Antonov AN-24,B-492,40,36,4,40,36,4,0,1976,Comercial,China
2840,1976-01-22,"Chapeco,Brazil",Transbrasil,Chapecó - Erechim - Porto Alegre,Embraer 110C Bandeirante,PT-TBD,11,9,2,9,7,2,0,1976,Comercial,Brazil
2841,1976-02-04,"Santa Maria,Colombia",LAC Colombia,Santa Maria - Curacao,Douglas DC-6A,HK-1389,3,0,3,3,0,3,0,1976,Comercial,Colombia
2842,1976-02-08,"Van Nuys,California",Mercer Airlines,Burbank - Ontario,Douglas DC-6,N901MA,6,1,5,3,1,2,0,1976,Comercial,United States
2843,1976-02-09,"Irkutsk,Russia",Aeroflot,Irkutsk - Novosibirsk,Tupolev TU-104A,CCCP-42327,124,104,10,24,15,9,0,1976,Comercial,No encontrado
2844,1976-02-21,"St. Croix,Virgin Islands",Antilles Air,"St. Thomas, VI - St. Croix, VI",Grumman G-21A seaplane,N4772C,11,10,1,5,5,0,0,1976,Comercial,United States
2845,1976-03-01,"Sibiu,Romania",Tarom,Desconocido,Ilyushin II-14P,YR-ILO,9,5,4,6,3,3,0,1976,Comercial,Romania
2846,1976-03-02,Southeastern Bolivia,TAM (Bolivia),Camiri - Itaguasurenda,IAI Arava 201,TAM-76,22,18,4,19,15,4,0,1976,Comercial,No encontrado
2847,1976-03-06,"Voronezh,Russia",Aeroflot,Moscow - Yerevan,Ilyushin IL-18E,CCCP-75408,111,100,11,111,100,11,7,1976,Comercial,No encontrado
2848,1976-03-07,"Igiugig,Alaska",Kodiak Western Alaska Airlines,"South Nanek, AK - Dillingham, AK",Cessna 207,N91142,4,3,1,4,3,1,0,1976,Comercial,United States
2849,1976-04-02,"Puerto Asis,Colombia",SATENA,Florencia - Puerto Asis,Douglas DC-3,FAC-676,16,14,2,5,4,1,0,1976,Comercial,No encontrado
2850,1976-04-05,"Ketchikan,Alaska",Alaska Airlines,Juneau - Ketchikan,Boeing B-727-81,N124AS,50,45,5,1,1,0,0,1976,Comercial,United States
2851,1976-04-14,"Neuquen,Argentina",Yacimientos Petroliferos Fiscales,Desconocido,Hawker Siddeley HS-748 2,LV-HHB,34,31,3,34,31,3,0,1976,Comercial,Argentina
2852,1976-04-23,Gulf of Mexico,Petroleum Helicopter,Desconocido,Bell 205 A-1 helicopter,N8167J,12,11,1,12,11,1,0,1976,Comercial,United States
2853,1976-04-27,"St. Thomas,Virgin Islands",American Airlines,New York City - Saint Thomas,Boeing B-727-95,N1963,88,81,7,37,35,2,0,1976,Comercial,United States
2854,1976-05-05,"Camuigan,Philippines",Philippine Aerotransport,Desconocido,Britten-Norman BN-2A-21 Islander,RP-C2140,10,8,2,4,4,0,0,1976,Comercial,No encontrado
2855,1976-05-09,"Cuneca,Spain",Military - Imperial Iranian Air Force,"Terhan, Iran - Madrid, Spain - McGuire AFB, New Jersey",Boeing B-747-131F,5-283,17,7,10,17,7,10,0,1976,Militar,No encontrado
2856,1976-05-15,"Chernigov,Ukraine,USSR",Aeroflot,Desconocido,Antonov AN-24,CCCP-46534,52,46,6,52,46,6,0,1976,Comercial,No encontrado
2857,1976-05-23,"Zamboanga,Philipines",Philippine Air Lines,Davao City - Manila,BAC One-Eleven 527FK,RP-C1161,87,77,10,14,14,0,3,1976,Comercial,Philippines
2858,1976-06-01,"Nacias Nguema,Equatorial Guinea",Aeroflot,Luanda - Malabo - N’Djamena - Tripoli - Moscow,Tupolev TU-154A,CCCP-85102,45,35,10,45,35,10,0,1976,Comercial,No encontrado
2859,1976-06-04,"Agana,Guam",Air Manila,Wake Island - Guam - Manila,Lockheed 188A Electra,RP-C1061,45,33,12,45,33,12,1,1976,Comercial,Philippines
2860,1976-06-06,"Kota Kinabalu,Malaysia",Sabah Air,Labuan - Kota Kinabalu,GAF Nomad N-22B,9M-ATZ,11,10,1,11,10,1,0,1976,Comercial,Malaysia
2863,1976-07-28,"Bratislava,Czechoslovakia",Ceskoslovenske Aerolinie,Prague - Bratislava,Ilyushin IL-18L,OK-NAB,79,73,6,76,70,6,0,1976,Comercial,Czech Republic
2864,1976-08-02,"Tehran,Iran",Korean Airlines,"Tehran, Iran - Seoul, Korea",Boeing 707-373,HL7412,5,0,5,5,0,5,0,1976,Comercial,South Korea
2865,1976-08-09,"Moron AFB,Spain	Moron AFB,Spain	Moron AFB,Spain",Military - Spanish Air Force,Moron - Canary Islands,Douglas C-54E,T4/11-352,32,28,4,12,12,0,0,1976,Militar,No encontrado
2866,1976-08-15,"Andes Mountains,Ecuador",SAETA,Quito - Cuenca,Vickers Viscount 785D,HC-ARS,59,55,4,59,55,4,0,1976,Comercial,Ecuador
2867,1976-08-28,"Ho Chi Minh City,Vietnam",Air France,Ho Chi Minh City - Bangkok,Sud Aviation SE 210 Caravelle III,F-BSGZ,20,15,5,1,1,0,0,1976,Comercial,France
2868,1976-08-28,"Thorney,England",Military - U.S. Air Force,McGuire AFB - Mildenhall RAF,Lockheed C-141A (L.300),67-0006,18,4,14,18,4,14,0,1976,Militar,No encontrado
2869,1976-09-02,"Hawk Inlet,Alaska",Temsco Helicopter - Air Taxi,Desconocido,Hughes 369HS,N9172F,4,3,1,3,2,1,0,1976,Comercial,United States
2870,1976-09-03,"Lajes,Azores,Portugal",Military - Venezuelan Air Force,Caracas - Praira da Vitoria,Lockheed C-130H,7772,68,58,10,68,58,10,0,1976,Militar,No encontrado
2871,1976-09-09,"Adler,Russia",Aeroflot / Aeroflot,Donetsk - Sochi /Rostov na Donu - Kerch,Antonov AN-24 / Yakovlev Yak-40,CCCP46518/87772,64,55,9,64,55,9,0,1976,Comercial,No encontrado
2872,1976-09-10,"Gaj,Hrvatska,Yugoslavia",Inex Adria Aviopromet / British Airways,Split - Koln / London - Istanbul,McDonnell Douglas DC-9-31 / Trident 3B,YU-AJR/G-AWZT,176,162,14,176,162,14,0,1976,Comercial,No encontrado
2873,1976-09-19,"Karatepe Mountains,Turkey",Turkish Airlines (THY),Istanbul - Antalya,Boeing B-727-2F2,TC-JBH,154,146,8,154,146,8,0,1976,Comercial,Turkey
2874,1976-09-26,"Alpena,Michigan",Military - U.S. Air Force,Kenneth Ingalls Sawyer - Oscoda-Wurtsmith,Boeing KC-135A,61-0296,20,15,5,15,12,3,0,1976,Militar,No encontrado
2875,1976-10-04,"Nairobi,Kenya",Emirates Air Transport,Sharjah - Djibouti City - Nairobi,Douglas DC-7CF,TZ-ARC,4,0,4,4,0,4,0,1976,Comercial,Mali
2876,1976-10-06,"Bridgetown,Barbados",Cubana de Aviacion,Bridgetown - Kingston,McDonnell Douglas DC-8-43,CU-T1201,73,48,25,73,48,25,0,1976,Comercial,No encontrado
2877,1976-10-13,"Santa Cruz,Bolivia",Lloyd Aéreo Boliviano,Santa Cruz - Viru,Boeing B-707-31,N730JP,3,0,3,3,0,3,113,1976,Comercial,United States
2878,1976-10-13,"Bombay,India",Indian Airlines,Mumbai - Chennai,Sud-Aviation Caravelle VI-N,VT-DWN,95,89,6,95,89,6,0,1976,Comercial,India
2879,1976-10-28,"Petrolia,Brazil",Nordeste Linhas Aéreas,Petrolina - Recife,Embraer 110C Bandeirante,PT-TBA,7,5,2,2,0,2,0,1976,Comercial,Brazil
2880,1976-11-04,"Banjarmasin,Indonesia",Bali International Air Service,Manado -Gorontalo - Palu - Balikpapan - Banjarmasin,Fokker F-27 Friendship 100,PK-KFR,38,33,5,29,25,4,0,1976,Comercial,Indonesia
2881,1976-11-05,Atlantic Ocean,Inair Panama,Curacao - Port-au-Prince,Douglas DC-3,HP-671,2,0,2,2,0,2,0,1976,Comercial,Panama
2882,1976-11-23,"Kozani,Greece",Olympic Airways,Athens - Larisa,NAMC YS-11A-500,SX-BBR,50,46,4,50,46,4,0,1976,Comercial,Greece
2883,1976-11-28,"Moscow,Russia",Aeroflot,Moscow - Leningrad,Tupolev TU-104B,CCCP-42471,73,67,6,73,67,6,0,1976,Comercial,No encontrado
2884,1976-12-12,"Cape May,New Jersey",Atlantic City Airlines,Atlantic City - Cap May,de Havilland Canada DHC-6 Twin Otter 300,N101AC,10,8,2,3,3,1,0,1976,Comercial,United States
2885,1976-12-17,"Ust-Kut,Russia",Aeroflot,Ust-Kut - Kirensk,Yakovlev 40,CCCP-88208,7,4,3,7,4,3,0,1976,Comercial,No encontrado
2886,1976-12-17,"Kiev,USSR",Aeroflot,Chernivtsi - Kiev,Antonov AN-24RV,CCCP-46672,55,50,5,48,44,4,0,1976,Comercial,No encontrado
2887,1976-12-18,"Nnear Yuzhno-Sakhalinsk,Russia",Aeroflot,Petropavlovsk-Kamchatsky - Yuzhno-Sakhalinsk,Ilyushin IL-14M,CCCP-61752,8,3,5,8,3,5,0,1976,Comercial,No encontrado
2888,1976-12-25,"Bangkok,Thailand",EgyptAir,Cairo - Bangkok,Boeing B-707-366C,SU-AXA,53,44,9,53,44,9,19,1976,Comercial,Egypt
2889,1976-12-31,"Trujillo,Peru",Faucett,Trujillo - Tarapoto,Douglas C-54A-1-DO,OB-R-247,19,14,5,19,14,5,0,1976,Comercial,No encontrado
2890,1977-01-06,"Palm Springs,California",Jet Avia Charter,Palm Springs - Las Vegas,Gates Learjet 24B,N12MK,4,2,2,4,2,2,0,1977,Comercial,United States
2891,1977-01-13,"Anchorage,Alaska",Japan Air Lines,"Mosses Lake, WA - Tokyo, Japan",Douglas DC-8,JA8054,5,0,5,5,0,5,0,1977,Comercial,Japan
2892,1977-01-13,"Alma Ata, Kazakastan,USSR",Aeroflot,Novosibirsk - Alma Ata,Tupolev TU-104A,CCCP-42369,90,82,8,90,82,8,0,1977,Comercial,No encontrado
2893,1977-01-14,"Terrace,BC,Canada",Northern Thunderbird Air Ltd.,Prince George - Prince Rupert,de Havilland Canada DHC-6 Twin Otter 300,C-GNTB,12,9,3,12,9,3,0,1977,Comercial,Canada
2894,1977-01-15,"Kalvesta,Sweden",Skyline Sweden,Malmo - Bromma,Vickers Viscount 838,SE-FOZ,22,19,3,22,19,3,0,1977,Comercial,Sweden
2896,1977-02-11,"Bratislava,Slovakia",Ceskoslovenské Aerolinie,Desconocido,Avia 14T,OK-OCA,5,2,3,4,2,2,0,1977,Comercial,Czech Republic
2897,1977-02-15,"Mineralnye Vody,Russia",Aeroflot,Tashkent - Mineralnyye Vody,Ilyushin IL-18V,CCCP-75520,98,92,6,77,76,1,0,1977,Comercial,No encontrado
2898,1977-02-28,"Saglouc,Canada",Survair,Desconocido,Douglas DC-3,C-FNAR,10,7,3,4,2,2,0,1977,Comercial,Canada
2899,1977-03-01,"Aden,Yemen",Alyemda,Aden - Al Kari,Douglas DC-3,7O-ABF,21,17,3,19,16,3,0,1977,Comercial,Yemen
2900,1977-03-03,"Cascina,Italy",Military - Italian Air Force,Training,Lockheed C-130H,MM61995,44,38,6,44,38,6,0,1977,Militar,No encontrado
2901,1977-03-04,"Niamey,Niger",Overseas National Airways,"Paris, France - Niamey, Nigher",McDonnell Douglas DC-8-63CF,N8635,4,0,4,2,0,2,0,1977,Comercial,United States
2902,1977-03-27,"Tenerife,Canary Islands",Pan American World Airways / KLM,Tenerife - Las Palmas / Tenerife - Las Palmas,Boeing B-747-121 / Boeing B-747-206B,N736PA/PH-BUF,644,614,30,583,560,23,0,1977,Comercial,No encontrado
2903,1977-03-29,"Bainaha Valley,Indonesia",Merpati Nusantara Airlines,Palu - Toli Toli,de Havilland Canada DHC-6 Twin Otter 300,PK-NUP,23,20,3,15,13,2,0,1977,Comercial,Indonesia
2904,1977-03-30,"Zhadanof,Russia",Aeroflot,Dnepropetrovsk - 	Zhdanov,Yakovlev YAK-40,CCCP-87738,27,23,4,8,5,3,0,1977,Comercial,No encontrado
2905,1977-04-04,"New Hope,Georgia",Southern Airways,Huntsville - Atlanta,McDonnell Douglas DC-9-31,N1335U,85,81,4,62,60,2,8,1977,Comercial,United States
2906,1977-04-10,"SW of Bogota,Colombia",El Venado,Villavicencio - Bogota,Douglas DC-3-3A,HK-556,35,31,4,35,31,4,0,1977,Comercial,Colombia
2907,1977-04-19,"Tapa AFB,Estonia",Military - Soviet Air Force,Parnu - Tapa,Antonov An-24,Sin Dato,21,15,6,21,15,6,0,1977,Militar,No encontrado
2908,1977-04-27,"Guatemala City,Guatemala",Aviateca,Desconocido,Convair CV-440,TG-ACA,28,22,6,28,22,6,0,1977,Comercial,Guatemala
2909,1977-05-10,"Jericho,Jordan",Military - Israel Air Force,Desconocido,Sikorsky CH-53D (helicopter),360,54,50,4,54,50,4,0,1977,Militar,No encontrado
2910,1977-05-13,"Beiruit,Lebanon",LOT Polish Airlines,"Varna, Bulgaria  - Beiruit, Lebanon",Antonov An-12BP,SP-LZA,9,0,9,9,0,9,0,1977,Comercial,Poland
2911,1977-05-14,"Lusaka,Zambia",IAS Cargo,"Nairobi, Kenya  - Luskaka, Zambia",Boeing 707-321C,G-BEBP,6,1,5,6,1,5,0,1977,Comercial,United Kingdom
2912,1977-05-16,"New York,New York",New  York Helicopter,Pan Am building - JFK Airport,Sikorsky S61L,N619PA,25,22,3,4,4,0,1,1977,Comercial,United States
2913,1977-05-27,"Havana,Cuba",Aeroflot,Lisbon - Havana,Ilyushin IL-62M,CCCP-86614,69,59,10,67,57,10,0,1977,Comercial,No encontrado
2914,1977-06-03,"Natal,Brazil",Military - Brazilian Air Force,Desconocido,Embraer C-95 Bandeirante,FAB2157,18,16,2,18,16,2,0,1977,Militar,No encontrado
2915,1977-06-20,"Salto-Nueva Hesperides,Uruguay",Fuerza Aérea Uruguaya,Carrasco - Salto-Nueva Hesperides,Embraer 110C Bandeirante,CX-BJE,15,13,2,12,10,2,0,1977,Comercial,Uruguay
2916,1977-06-21,Wake Island,Military - U.S. Navy,Wake-Agana,Lockheed EC-130Q,156176,16,0,16,16,0,16,0,1977,Militar,No encontrado
2917,1977-07-06,"Saint Louis,Missouri",Fleming International Airways,"Saint Louis, MO - Detroit, MI",Lockheed L-188AF Electra,N280F,3,0,3,3,0,3,0,1977,Comercial,United States
2919,1977-07-14,"Cuangar,Angola",Military - Angolan Air Force,Desconocido,Antonov AN-26,Sin Dato,30,25,5,30,25,5,0,1977,Militar,No encontrado
2920,1977-07-20,"Vitim,Russia",Aeroflot,Vitim - Irkutsk,Ilyushin IL-14M,CCCP-52096,40,34,6,40,34,6,0,1977,Comercial,No encontrado
2921,1977-07-20,"Jima,Ethiopia",Ethiopian Airlines,Tippi - Jima,Douglas DC-3,ET-ABF,5,2,3,5,2,3,0,1977,Comercial,Ethiopia
2922,1977-07-24,"Puerto Montt,Chile",Military - Chilean Air Force,Punta Arenas - Santiago,Douglas DC-6B,FAC-989,82,75,7,38,31,7,0,1977,Militar,No encontrado
2923,1977-07-25,"Yoro,Honduras",Military - Honduran Air Force,Yoro - Honduran,Douglas C-47,FAH-301,40,36,4,25,False,0,0,1977,Militar,No encontrado
2924,1977-08-01,"Encino,California",Private KNBC Los Angeles,Burbank - Santa Barbara,Bell 206B JetRanger,N4TV,2,1,1,2,1,1,0,1977,Comercial,United States
2925,1977-08-20,"San Jose,Costa Rica",Monarch Aviation,Catalina Island-Long Beach,Convair CV-880,N8817E,3,0,3,3,0,3,0,1977,Comercial,United States
2926,1977-08-25,"Kona,Hawaii",Island Airways,Honolulu-Kailua Kona,Shorts SC-7 Skyvan 3-200,N4917,2,0,2,2,0,2,0,1977,Comercial,United States
2927,1977-09-02,Hong Kong,Transmeridian Air Cargo,Hong Kong-Bangkok,Canadair CL-44D4-2,G-ATZH,4,0,4,4,0,4,0,1977,Comercial,United Kingdom
2928,1977-09-04,"Cuenca,Ecuador",Servicios Aereos Nacionales Airways,Guayaquil - Cuenca,Vickers Viscount 764D,HC-BCL,33,29,4,33,29,4,0,1977,Comercial,Ecuador
2929,1977-09-06,"Mt. Iliamna,Alaska",Alaska Aeronautical Industries,Iliamna - Anchorage,de Havilland Canada DHC-6 Twin Otter 200,N563MA,13,11,2,13,11,2,0,1977,Comercial,United States
2930,1977-09-08,"Mt. Loi Hsam Hsao,Burma",Burma Airways,Mongasat - Keng Tung,de Havilland Canada DHC-6 Twin Otter 300,XY-AEH,19,16,3,19,16,3,0,1977,Comercial,Myanmar or Burma
2931,1977-09-12,"Yakutat,Alaska",Safe Air Cargo,Yakutat - Anchorage,Douglas DC-7BF,N6314J,4,0,4,4,0,4,0,1977,Comercial,United States
2932,1977-09-14,"Albuquerque,New Mexico",Military - U.S. Air Force,Kirtland AFB - Nellis AFB,Boeing - EC-135K,62-3536,20,0,20,20,0,20,0,1977,Militar,No encontrado
2933,1977-09-22,"Bucharest,Romania",Malev Hungarian Airlines,Istanbul - Bucharest,Tupolev TU-134,HA-LBC,53,45,8,29,21,8,0,1977,Comercial,Hungary
2934,1977-09-27,"Kuala Lumpur, Malaysia",Japan Air Lines,Tokyo-Hong Kong-Kuala Lumpur,McDonnell Douglas DC-8-62H,JA-8051,79,69,10,34,26,8,0,1977,Comercial,Japan
2935,1977-10-20,"Gillsburg,Mississippi",L & J Company,Greenville - Baton Rouge,Convair CV-300,N55VM,26,24,2,6,4,2,0,1977,Comercial,United States
